venue,year,title,authors,pdf_url,source_url
CVPR,2026,UniVBench: Towards Unified Evaluation for Video Foundation Models,"Jianhui Wei, Xiaotian Zhang, Yichen Li, Yuan Wang, Yan Zhang, Ziyi Chen, Zhihang Tang, Wei Xu, Zuozhu Liu",https://openaccess.thecvf.com/content/CVPR2026/papers/Wei_UniVBench_Towards_Unified_Evaluation_for_Video_Foundation_Models_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,"UniVerse: A Unified Modulation Framework for Segmentation-Free, Disentangled Multi-Concept Personalization","Quynh Phung, Sandesh Ghimire, Minsi Hu, Chung-Chi Tsai, Jia-Bin Huang",https://openaccess.thecvf.com/content/CVPR2026/papers/Phung_UniVerse_A_Unified_Modulation_Framework_for_Segmentation-Free_Disentangled_Multi-Concept_Personalization_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,UniVerse: Empower Unified Generation with Reasoning and Knowledge,"Kaiyue Sun, Weiyang Jin, Chengqi Duan, Rongyao Fang, Xian Liu, Yuwei Niu, Chunwei Wang, Aoxue Li, Xihui Liu",https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_UniVerse_Empower_Unified_Generation_with_Reasoning_and_Knowledge_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,UnicEdit-10M: A Dataset and Benchmark Breaking the Scale-Quality Barrier via Unified Verification for Reasoning-Enriched Edits,"Keming Ye, Zhipeng Huang, Canmiao Fu, Qingyang Liu, Jiani Cai, Zheqi Lv, Chen Li, Jing LYU, Zhou Zhao, Shengyu Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Ye_UnicEdit-10M_A_Dataset_and_Benchmark_Breaking_the_Scale-Quality_Barrier_via_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Camera Positional Encoding for Controlled Video Generation,"Cheng Zhang, Boying Li, Meng Wei, Yan-Pei Cao, Camilo Gambardella, Dinh Phung, Jianfei Cai",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Unified_Camera_Positional_Encoding_for_Controlled_Video_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Customized Generation by Disentangled Reward Modeling,"Shaojin Wu, Mengqi Huang, Yufeng Cheng, Wenxu Wu, Jiahe Tian, Yiming Luo, Fei Ding, Qian He",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Unified_Customized_Generation_by_Disentangled_Reward_Modeling_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Generation and Self-Verification for Vision-Language Models via Advantage Decoupled Preference Optimization,"Xinyu Qiu, Heng Jia, Zhengwen Zeng, Shuheng Shen, Changhua Meng, Yi Yang, Linchao Zhu",https://openaccess.thecvf.com/content/CVPR2026/papers/Qiu_Unified_Generation_and_Self-Verification_for_Vision-Language_Models_via_Advantage_Decoupled_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Latent Space for Understanding and Generation via Semantic Auto-encoder,"Xiaojie Li, Yang Zhao, Ming Li, Yancheng Zhang, Zonglin Lyu, Yunpeng Chen, Rui Wang, Daquan Zhou",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Unified_Latent_Space_for_Understanding_and_Generation_via_Semantic_Auto-encoder_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Multimodal Models as Auto-Encoders,"Zhiyuan Yan, Kaiqing Lin, Zongjian Li, Junyan Ye, Hui Han, Haochen Wang, Zhendong Wang, Bin Lin, Hao Li, Xinyan Xiao, Jingdong Wang, Haifeng Wang, Li Yuan",https://openaccess.thecvf.com/content/CVPR2026/papers/Yan_Unified_Multimodal_Models_as_Auto-Encoders_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Number-Free Text-to-Motion Generation Via Flow Matching,"Guanhe Huang, Oya Celiktutan",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unified_Number-Free_Text-to-Motion_Generation_Via_Flow_Matching_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,"Unified Personalized Understanding, Generating and Editing","Yu Zhong, Tianwei Lin, Ruike Zhu, Yuqian Yuan, Haoyu Zheng, Liang Liang, Wenqiao Zhang, Feifei Shao, Haoyuan Li, Wanggui He, Hao Jiang, Yueting Zhuang",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhong_Unified_Personalized_Understanding_Generating_and_Editing_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Primitive Proxies for Structured Shape Completion,"Zhaiyu Chen, Yuqing Wang, Xiao Xiang Zhu",https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Unified_Primitive_Proxies_for_Structured_Shape_Completion_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Spatiotemporal Token Compression for Video-LLMs at Ultra-Low Retention,"Junhao Du, Jialong Xue, Anqi Li, Jincheng Dai, Guo Lu",https://openaccess.thecvf.com/content/CVPR2026/papers/Du_Unified_Spatiotemporal_Token_Compression_for_Video-LLMs_at_Ultra-Low_Retention_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Spherical Frontend: Learning Rotation-Equivariant Representations of Spherical Images from Any Camera,"Mukai Yu, Mosam Dabhi, Liuyue Xie, Sebastian Scherer, László A. Jeni",https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_Unified_Spherical_Frontend_Learning_Rotation-Equivariant_Representations_of_Spherical_Images_from_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unified Vector Floorplan Generation via Markup Representation,"Kaede Shiohara, Toshihiko Yamasaki",https://openaccess.thecvf.com/content/CVPR2026/papers/Shiohara_Unified_Vector_Floorplan_Generation_via_Markup_Representation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unifying Language-Action Understanding and Generation for Autonomous Driving,"Xinyang Wang, Qian Liu, Wenjie Ding, Zhao Yang, Wei Li, Chang Liu, Bailin Li, Kun Zhan, Xianpeng Lang, Wei Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Unifying_Language-Action_Understanding_and_Generation_for_Autonomous_Driving_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unifying Perception and Action: A Hybrid-Modality Pipeline with Implicit Visual Chain-of-Thought for Robotic Action Generation,"Xiangkai Ma, Lekai Xing, Han Zhang, Wenzhong Li, Sanglu Lu",https://openaccess.thecvf.com/content/CVPR2026/papers/Ma_Unifying_Perception_and_Action_A_Hybrid-Modality_Pipeline_with_Implicit_Visual_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unifying Precise Keyframes and Semantic Control via Multi-level Diffusion,"Linjun Wu, Jiejia Yu, Leyang Jin, He Wang, Bowen Zheng, Xu Yang, Hao Jiang, Fei Xia, Fei Ling, Jun Deng, Xiaogang Jin",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Unifying_Precise_Keyframes_and_Semantic_Control_via_Multi-level_Diffusion_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,"Unique Lives, Shared World: Learning from Single-Life Videos","Tengda Han, Sayna Ebrahimi, Dilara Gokay, Li Yang Ku, Maks Ovsjanikov, Iva Babukova, Daniel Zoran, Viorica Patraucean, Joao Carreira, Andrew Zisserman, Dima Damen",https://openaccess.thecvf.com/content/CVPR2026/papers/Han_Unique_Lives_Shared_World_Learning_from_Single-Life_Videos_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,UnityVideo: Unified Multi-Modal Multi-Task Learning for Enhancing World-Aware Video Generation,"Jiehui Huang, Yuechen Zhang, Xu He, Yuan Gao, Zhi Cen, Bin Xia, Yan Zhou, Xin Tao, Pengfei Wan, Jiaya Jia",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_UnityVideo_Unified_Multi-Modal_Multi-Task_Learning_for_Enhancing_World-Aware_Video_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Universal 3D Shape Matching via Coarse-to-Fine Language Guidance,"Qinfeng Xiao, Guofeng Mei, Bo Yang, Liying Zhang, Jian Zhang, Kit-lun Yick",https://openaccess.thecvf.com/content/CVPR2026/papers/Xiao_Universal_3D_Shape_Matching_via_Coarse-to-Fine_Language_Guidance_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Universal Guideline-Driven Image Clustering via a Hybrid LLM Agent,"Wenliang Zhong, Rob Barton, Lucas Goncalves, Kushal Kumar, Feng Jiang, Hehuan Ma, Yuzhi Guo, Vidit Bansal, Karim Bouyarmane, Junzhou Huang",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhong_Universal_Guideline-Driven_Image_Clustering_via_a_Hybrid_LLM_Agent_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Universal-to-Specific: Dynamic Knowledge-Guided Multiple Instance Learning for Few-Shot Whole Slide Image Classification,"Junjian Li, Hulin Kuang, Jin Liu, Hailin Yue, Mengshen He, Jianxin Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Universal-to-Specific_Dynamic_Knowledge-Guided_Multiple_Instance_Learning_for_Few-Shot_Whole_Slide_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlearning without Forgetting: Securely Removing Targeted Concepts from Large-Scale Vision-Language Open-Vocabulary Detectors,"Zhongze Wu, Xiu Su, Feng Yang, Dan Niu, Shan You, Yueyi Luo, Jun Long",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Unlearning_without_Forgetting_Securely_Removing_Targeted_Concepts_from_Large-Scale_Vision-Language_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unleashing Stealthy Backdoor Pandemic by Infecting a Single Diffusion Model,"Mohaiminul Al Nahian, Abeer Matar Almalky, Sabbir Ahmed, Abdullah Al Arafat, Mamshad Nayeem Rizve, Adnan Siraj Rakin",https://openaccess.thecvf.com/content/CVPR2026/papers/Al_Nahian_Unleashing_Stealthy_Backdoor_Pandemic_by_Infecting_a_Single_Diffusion_Model_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unleashing VLA Potentials in Autonomous Driving via Explicit Learning from Failures,"Yuechen Luo, Fang Li, Qimao Chen, Shaoqing Xu, Jiaxin Liu, Ziying Song, Zhi-xin Yang, Fuxi Wen",https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_Unleashing_VLA_Potentials_in_Autonomous_Driving_via_Explicit_Learning_from_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unleashing Vision-Language Semantics for Deepfake Video Detection,"Jiawen Zhu, Yunqi Miao, Xueyi Zhang, Jiankang Deng, Guansong Pang",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Unleashing_Vision-Language_Semantics_for_Deepfake_Video_Detection_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unleashing the Intrinsic Visual Representation Capability of Multimodal Large Language Models,"Hengzhuang Li, Xinsong Zhang, Qiming Peng, Bin Luo, Han Hu, Dengyang Jiang, Han-Jia Ye, Teng Zhang, Hai Jin",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Unleashing_the_Intrinsic_Visual_Representation_Capability_of_Multimodal_Large_Language_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unleashing the Power of Chain-of-Prediction for Monocular 3D Object Detection,"Zhihao Zhang, Abhinav Kumar, Girish Chandar Ganesan, Xiaoming Liu",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Unleashing_the_Power_of_Chain-of-Prediction_for_Monocular_3D_Object_Detection_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlocking 3D Affordance Segmentation with 2D Semantic Knowledge,"Yu Huang, Zelin Peng, Changsong Wen, Xiaokang Yang, Wei Shen",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_3D_Affordance_Segmentation_with_2D_Semantic_Knowledge_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlocking Motion from Large Vision Models with a Semantic and Kinematic Duality for Gait Recognition,"Zhanbo Huang, Dingqiang Ye, Xiaoming Liu, Yu Kong",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_Motion_from_Large_Vision_Models_with_a_Semantic_and_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlocking Positive Transfer in Incrementally Learning Surgical Instruments: A Self-reflection Hierarchical Prompt Framework,"Yu Zhu, Kang Li, Zheng Li, Pheng-Ann Heng",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Unlocking_Positive_Transfer_in_Incrementally_Learning_Surgical_Instruments_A_Self-reflection_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlocking Pre-trained Weights: Parameter Inheritance for Zero-Shot Initialization,"Jiaze Xu, Shiyu Xia, Jiaqi Lv, Xin Geng",https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Unlocking_Pre-trained_Weights_Parameter_Inheritance_for_Zero-Shot_Initialization_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlocking Strong Supervision: A Data-Centric Study of General-Purpose Audio Pre-Training Methods,"Xuanru Zhou, Yiwen Shao, Wei-Cheng Tseng, Dong Yu",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_Unlocking_Strong_Supervision_A_Data-Centric_Study_of_General-Purpose_Audio_Pre-Training_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlocking Token Rewards via Training-Free Reward Attribution,"Sitong Wu, Haoru Tan, Bin Xia, Xichen Zhang, Jingyao Li, Shaofeng Zhang, Xiaojuan Qi, Bei Yu, Jiaya Jia",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Unlocking_Token_Rewards_via_Training-Free_Reward_Attribution_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unlocking the Power of Critical Factors for 3D Visual Geometry Estimation,"Guangkai Xu, Hua Geng, Huanyi Zheng, Songyi Yin, Yanlong Sun, Hao Chen, Chunhua Shen",https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Unlocking_the_Power_of_Critical_Factors_for_3D_Visual_Geometry_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unpaired Image Deraining Using Reward-Guided Self-Reinforcement Strategy,"Yinghao Chen, Yeying Jin, Xiang Chen, Yanyan Wei, Ziyang Yan, Yaowen Fu",https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Unpaired_Image_Deraining_Using_Reward-Guided_Self-Reinforcement_Strategy_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unposed-to-3D: Learning Simulation-Ready Vehicles from Real-World Images,"Hongyuan Liu, Bochao Zou, Qiankun Liu, Haochen Yu, Qi Mei, Jianfei Jiang, Chen Liu, Cheng Bi, Zhao Wang, Xueyang Zhang, Yifei Zhan, Jiansheng Chen, Huimin Ma",https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Unposed-to-3D_Learning_Simulation-Ready_Vehicles_from_Real-World_Images_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unsafe2Safe: Controllable Image Anonymization for Downstream Utility,"Minh Dinh, SouYoung Jin",https://openaccess.thecvf.com/content/CVPR2026/papers/Dinh_Unsafe2Safe_Controllable_Image_Anonymization_for_Downstream_Utility_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unstitching the Chimera: Frame-Level Risk and Train-Free Mitigation for Video Hallucination,"Songyuan Yang, Guijian Tang, Kun Hu, Haotian Wang, Shixuan Liu, Wenjing Yang, Long Lan, Huibin Tan",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Unstitching_the_Chimera_Frame-Level_Risk_and_Train-Free_Mitigation_for_Video_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unsupervised 3d Motion Estimation Using Event Camera,"Han Han, Wei Zhai, Tiesong Zhao, Bin Li, Yang Cao, Zheng-jun Zha",https://openaccess.thecvf.com/content/CVPR2026/papers/Han_Unsupervised_3d_Motion_Estimation_Using_Event_Camera_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unsupervised Monocular 3D Keypoint Discovery from Multi-View Diffusion Priors,"Subin Jeon, In Cho, Junyoung Hong, Woong Oh Cho, Seon Joo Kim",https://openaccess.thecvf.com/content/CVPR2026/papers/Jeon_Unsupervised_Monocular_3D_Keypoint_Discovery_from_Multi-View_Diffusion_Priors_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unsupervised Multi-Scale Segmentation of 3D Subcellular World with Stable Diffusion Foundation Model,"Mostofa Rafid Uddin, HM Shadman Tabib, Thanh-Huy Nguyen, Kashish Gandhi, Min Xu",https://openaccess.thecvf.com/content/CVPR2026/papers/Uddin_Unsupervised_Multi-Scale_Segmentation_of_3D_Subcellular_World_with_Stable_Diffusion_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Unsupervised Multi-agent and Single-agent Perception from Cooperative Views,"Haochen Yang, Baolu Li, Lei Li, Delin Ren, Jiacheng Guo, Minghai Qin, Tianyun Zhang, Hongkai Yu",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Unsupervised_Multi-agent_and_Single-agent_Perception_from_Cooperative_Views_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Upsample Anything: A Simple and Hard to Beat Baseline for Feature Upsampling,"Minseok Seo, Mark Hamilton, Changick Kim",https://openaccess.thecvf.com/content/CVPR2026/papers/Seo_Upsample_Anything_A_Simple_and_Hard_to_Beat_Baseline_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Urban-GS: A Unified 3D Gaussian Splatting Framework for Compact and High-Fidelity Aerial-to-Street Reconstruction,"Meng Wang, Changqun Xia, Yuze Wang, Junyi Wang, Wantong Duan, Xinxiong Xie, Yue Qi",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Urban-GS_A_Unified_3D_Gaussian_Splatting_Framework_for_Compact_and_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,V-Attack: Targeting Disentangled Value Features for Controllable Adversarial Attacks on LVLMs,"Sen Nie, Jie Zhang, Jianxin Yan, Shiguang Shan, Xilin Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Nie_V-Attack_Targeting_Disentangled_Value_Features_for_Controllable_Adversarial_Attacks_on_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,V-DPM: 4D Video Reconstruction with Dynamic Point Maps,"Edgar Sucar, Eldar Insafutdinov, Zihang Lai, Andrea Vedaldi",https://openaccess.thecvf.com/content/CVPR2026/papers/Sucar_V-DPM_4D_Video_Reconstruction_with_Dynamic_Point_Maps_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,V-RGBX: Video Editing with Accurate Controls over Intrinsic Properties,"Ye Fang, Tong Wu, Valentin Deschaintre, Duygu Ceylan, Iliyan Georgiev, Chun-Hao Paul Huang, Yiwei Hu, Xuelin Chen, Tuanfeng Yang Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Fang_V-RGBX_Video_Editing_with_Accurate_Controls_over_Intrinsic_Properties_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,V2U4Real: A Real-world Large-scale Dataset for Vehicle-to-UAV Cooperative Perception,"Weijia Li, Haoen Xiang, Tianxu Wang, Shuaibing Wu, Qiming Xia, Cheng Wang, Chenglu Wen",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_V2U4Real_A_Real-world_Large-scale_Dataset_for_Vehicle-to-UAV_Cooperative_Perception_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VA-p: Variational Policy Alignment for Pixel-Aware Autoregressive Generation,"Xinyao Liao, Qiyuan He, Kai Xu, Xiaoye Qu, Yicong Li, Wei Wei, Angela Yao",https://openaccess.thecvf.com/content/CVPR2026/papers/Liao_VA-p_Variational_Policy_Alignment_for_Pixel-Aware_Autoregressive_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VABench: A Comprehensive Benchmark for Audio-Video Generation,"Daili Hua, Xizhi Wang, Bohan Zeng, Xinyi Huang, Hao Liang, Junbo Niu, Xinlong Chen, Quanqing Xu, Wentao Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Hua_VABench_A_Comprehensive_Benchmark_for_Audio-Video_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VAD-GS: Visibility-Aware Densification for 3D Gaussian Splatting in Dynamic Urban Scenes,"Yikang Zhang, Rui Fan",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_VAD-GS_Visibility-Aware_Densification_for_3D_Gaussian_Splatting_in_Dynamic_Urban_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VAR RL Done Right: Tackling Asynchronous Policy Conflicts in Visual Autoregressive Generation,"Shikun Sun, Liao Qu, Huichao Zhang, Yiheng Liu, Yangyang Song, Xian Li, Yi Jiang, Xu Wang, Jia Jia, Daniel K. Du, Xinglong Wu",https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_VAR_RL_Done_Right_Tackling_Asynchronous_Policy_Conflicts_in_Visual_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VAST: Video Ability-Stratified Taxonomy for Data-Efficient Video Reasoning,"Zhongan Wang, Xiaoyu Wen, Lingxiao Du, Kun Li, Zhiliang Wu, Xingcheng Xu, Qiaosheng Zhang, Chaochao Lu, Hehe Fan",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_VAST_Video_Ability-Stratified_Taxonomy_for_Data-Efficient_Video_Reasoning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VCP-Attack: Visual-Contrastive Projection for Transferable Black-Box Targeted Attacks on Large Vision-Language Models,"Jiawei Zhao, Minjie Du, Zihan Qin, Zhuoran Wang, Lizhe Xie, Yining Hu",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_VCP-Attack_Visual-Contrastive_Projection_for_Transferable_Black-Box_Targeted_Attacks_on_Large_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VCU-Bridge: Hierarchical Visual Connotation Understanding via Semantic Bridging,"Ming Zhong, Yuanlei Wang, Liuzhou Zhang, Ruichuan An, Renrui Zhang, Hao Liang, Ming Lu, Ying Shen, Wentao Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhong_VCU-Bridge_Hierarchical_Visual_Connotation_Understanding_via_Semantic_Bridging_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VDE: Training-Free Accelerating Rectified Flow Model via Velocity Decomposition and Estimation,"Junwen Tan, Jinglin Liang, Hongyuan Chen, Shuangping Huang",https://openaccess.thecvf.com/content/CVPR2026/papers/Tan_VDE_Training-Free_Accelerating_Rectified_Flow_Model_via_Velocity_Decomposition_and_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VDFE: Difference-Aware 3D Scene Editing with Non-Intrusive Video Diffusion Priors for Multi-View Consistency and Efficiency,"Chao Zhang, Fang Liu, Shuo Li, Yang Liu, Jiahao Wang, Xinyan Huang, Lingling Li, Puhua Chen, Xu Liu, Wenping Ma, Siqi Yu",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_VDFE_Difference-Aware_3D_Scene_Editing_with_Non-Intrusive_Video_Diffusion_Priors_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VDOT: Efficient Unified Video Creation via Optimal Transport Distillation,"Yutong Wang, Haiyu Zhang, Tianfan Xue, Yu Qiao, Yaohui Wang, Chang Xu, Xinyuan Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_VDOT_Efficient_Unified_Video_Creation_via_Optimal_Transport_Distillation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VEMamba: Efficient Isotropic Reconstruction of Volume Electron Microscopy with Axial-Lateral Consistent Mamba,"Longmi Gao, Pan Gao",https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_VEMamba_Efficient_Isotropic_Reconstruction_of_Volume_Electron_Microscopy_with_Axial-Lateral_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VENI: Variational Encoder for Natural Illumination,"Paul Walker, James A. D. Gardner, Andreea Ardelean, William A. P. Smith, Bernhard Egger",https://openaccess.thecvf.com/content/CVPR2026/papers/Walker_VENI_Variational_Encoder_for_Natural_Illumination_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VES-RFT: Rewarding Visual Evidence Sensitivity to Mitigate Hallucinations in Large Vision-Language Models,"Xuehe Hou, Wenshuo Li, Yali Li, Han Shu, Yuan Wang, Xinghao Chen, Shengjin Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Hou_VES-RFT_Rewarding_Visual_Evidence_Sensitivity_to_Mitigate_Hallucinations_in_Large_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VGA-Bench: A Unified Benchmark and Multi-Model Framework for Video Aesthetics and Generation Quality Evaluation,"Longteng Jiang, DanDan Zheng, Qianqian Qiao, Heng Huang, Huaye Wang, Yihang Bo, Bao Peng, Jingdong Chen, Jun Zhou, Xin Jin",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_VGA-Bench_A_Unified_Benchmark_and_Multi-Model_Framework_for_Video_Aesthetics_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,VGA: Empowering Aerial-Ground Localization by Visual Geometry Alignment,"Tao Jun Lin, Yujiao Shi, Hongdong Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_VGA_Empowering_Aerial-Ground_Localization_by_Visual_Geometry_Alignment_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
